,address1,address2,city,country_code,description,latitude,longitude,state_code,zip_code,location,Geolocation
3377,222 Sutter Street,Suite 450,San Francisco,USA,,37.790032,-122.404488,CA,94108,"[-122.404488, 37.790032]","[-122.404488, 37.790032]"
3378,,,,USA,,40.748895,-74.258602,NJ,07079,"[-74.258602, 40.748895]","[-74.258602, 40.748895]"
3379,"Major de Sarria 11, 2-1",,Barcelona,ESP,,41.387917,2.169919,,08017,"[2.169919, 41.387917]","[2.169919, 41.387917]"
3380,,,Austin,USA,,30.414146,-97.807032,TX,78750,"[-97.807032, 30.414146]","[-97.807032, 30.414146]"
3381,,,Fremont,USA,,37.548615,-121.988479,CA,,"[-121.988479, 37.548615]","[-121.988479, 37.548615]"
3383,41 McCormick Lane,,Atherton,USA,,37.46629,-122.195057,CA,94027,"[-122.195057, 37.46629]","[-122.195057, 37.46629]"
3384,21 boulevard de Sebastopol,,Paris,FRA,Devolia Europe,48.859648,2.348855,,75001,"[2.348855, 48.859648]","[2.348855, 48.859648]"
3386,SveavÃ¤gen 98,,Stockholm,SWE,,59.342079,18.057102,,,"[18.057102, 59.342079]","[18.057102, 59.342079]"
3388,125 Tech Park Drive,,Rochester,USA,,43.073968,-77.663171,NY,14623,"[-77.663171, 43.073968]","[-77.663171, 43.073968]"
3389,,,san jose,USA,,37.297218,-121.895102,CA,95125,"[-121.895102, 37.297218]","[-121.895102, 37.297218]"
3390,Phoenix Yard,65 Kingâ€™s Cross Road,London,GBR,,51.524483,-0.113583,,WC1X 9LW,"[-0.113583, 51.524483]","[-0.113583, 51.524483]"
3391,Keizersgracht 182,,Amsterdam,NLD,YouTellMe Headquarters,52.3751058,4.8853887,,1016 DW,"[4.8853887, 52.3751058]","[4.8853887, 52.3751058]"
3392,Steuart Tower,"1 Market Street, Suite 500",San Francisco,USA,,37.7881481,-122.3943387,CA,94105,"[-122.3943387, 37.7881481]","[-122.3943387, 37.7881481]"
3393,,,,USA,,40.757929,-73.985506,NY,,"[-73.985506, 40.757929]","[-73.985506, 40.757929]"
3394,"425 Market Street , Suite 2200",,San Francisco,USA,,37.791128,-122.398126,CA,94105,"[-122.398126, 37.791128]","[-122.398126, 37.791128]"
3395,,,Singapore,SGP,,1.289407,103.849962,,,"[103.849962, 1.289407]","[103.849962, 1.289407]"
3396,527 Howard St.,4th Floor,San Francisco,USA,,37.787445,-122.397847,CA,94105,"[-122.397847, 37.787445]","[-122.397847, 37.787445]"
3398,,,Bucharest,ROM,,45.943161,24.96676,,,"[24.96676, 45.943161]","[24.96676, 45.943161]"
3399,,,Aarhus,DNK,Corporate Headquarters,51.5001524,-0.1262362,,,"[-0.1262362, 51.5001524]","[-0.1262362, 51.5001524]"
3401,333 Bryant Street,LL150,San Francisco,USA,,34.091073,-118.367701,CA,94107,"[-118.367701, 34.091073]","[-118.367701, 34.091073]"
3402,2048 Broadway St.,,Redwood City,USA,,37.486589,-122.227319,CA,94063,"[-122.227319, 37.486589]","[-122.227319, 37.486589]"
3403,2425 Matheson Blvd,"8th Floor, Suite 813",Mississauga,CAN,,43.657979,-79.603622,,L4W 5K4,"[-79.603622, 43.657979]","[-79.603622, 43.657979]"
3404,5225 Wilshire Blvd.,Suite 603,Los Angeles,USA,Headquarters,34.06226,-118.343648,CA,90036,"[-118.343648, 34.06226]","[-118.343648, 34.06226]"
3405,One Market Street,"Spear Tower, 36th Floor",San Francisco,USA,Main Office,37.791391,-122.402859,CA,94105,"[-122.402859, 37.791391]","[-122.402859, 37.791391]"
3406,260 west 35th street,,New York,USA,,40.752404,-73.992544,NY,10001,"[-73.992544, 40.752404]","[-73.992544, 40.752404]"
3407,2 Woodward Street,Level 7,Wellington,NZL,Headquarters,-41.282064,174.775566,,6011,"[174.775566, -41.282064]","[174.775566, -41.282064]"
3408,Ruoholahdenkatu 8,,Helsinki,FIN,Helsinki office,60.165964,24.928348,,00180,"[24.928348, 60.165964]","[24.928348, 60.165964]"
3410,8 Prince George's Park,,Singapore,SGP,Singapore Office,1.292513,103.779503,,588376,"[103.779503, 1.292513]","[103.779503, 1.292513]"
3411,5018 Leavenworth St.,,Omaha,USA,,41.252402,-95.991019,NE,68106,"[-95.991019, 41.252402]","[-95.991019, 41.252402]"
3412,222 W. Merchandise Mart Plaza,12th floor,Chicago,USA,Chicago,41.8883695,-87.6353645,IL,60654,"[-87.6353645, 41.8883695]","[-87.6353645, 41.8883695]"
3414,Technoparkstr. 1,Newton 2012,Zurich,CHE,World Headquarters,47.389909,8.516049,,8005,"[8.516049, 47.389909]","[8.516049, 47.389909]"
3419,2635 Meridian Pkwy,Suite 200,Durham,USA,Meridian Business Campus,35.914702,-78.902617,NC,27713,"[-78.902617, 35.914702]","[-78.902617, 35.914702]"
3420,180 N. Stetson Street,,Chicago,USA,Corporate Office,42.0412,-87.6903,IL,60601,"[-87.6903, 42.0412]","[-87.6903, 42.0412]"
3421,201 Alhambra Circle,Suite 501,Coral Gables,USA,LeadCreations,25.75265,-80.259191,FL,33134,"[-80.259191, 25.75265]","[-80.259191, 25.75265]"
3422,1860 Mellwood Ave.,Suite 191,Louisville,USA,,38.257149,-85.761772,KY,40206,"[-85.761772, 38.257149]","[-85.761772, 38.257149]"
3423,18 Bulletin place,,Sydney,AUS,Sydney Office,-33.8627,151.209705,,2000,"[151.209705, -33.8627]","[151.209705, -33.8627]"
3424,6303 Oleander Drive,Suite 103-B,Wilmington,USA,Corporate Offices,34.216457,-77.833748,NC,28403,"[-77.833748, 34.216457]","[-77.833748, 34.216457]"
3425,733 Turnpike Street,# 297,North Andover,USA,Head Office,42.66208,-71.108754,MA,01845,"[-71.108754, 42.66208]","[-71.108754, 42.66208]"
3426,35 Highland Circle,,Needham,USA,,42.306079,-71.218634,MA,02494,"[-71.218634, 42.306079]","[-71.218634, 42.306079]"
3427,Singelstraat 1a,,Delft,NLD,Insyde Web Design,52.0112727,4.3532861,,2613 EM,"[4.3532861, 52.0112727]","[4.3532861, 52.0112727]"
3429,11480 Commerce Park Drive,Third Floor,Reston,USA,Headquarters,38.947914,-77.342896,VA,20191,"[-77.342896, 38.947914]","[-77.342896, 38.947914]"
3430,37 East 28th Street,Suite 201,New York,USA,,40.74385,-73.98458,NY,10016,"[-73.98458, 40.74385]","[-73.98458, 40.74385]"
3431,"1290 oakmead parkway, suite 107",,Sunnyvale,USA,Headquarters,37.424614,-122.145153,CA,94085,"[-122.145153, 37.424614]","[-122.145153, 37.424614]"
3433,,,San Francisco,USA,,37.80204,-122.438231,CA,94123,"[-122.438231, 37.80204]","[-122.438231, 37.80204]"
3434,4807 Spicewood Springs Road,"Building 2, Suite 118",Austin,USA,,30.379593,-97.765313,TX,78759,"[-97.765313, 30.379593]","[-97.765313, 30.379593]"
3435,,,Arlington,USA,,38.881579,-77.103339,VA,,"[-77.103339, 38.881579]","[-77.103339, 38.881579]"
3436,13428 Maxella Ave.,Suite 432,Marina Del Rey,USA,"Motorator, Inc.",33.987216,-118.440266,CA,90292,"[-118.440266, 33.987216]","[-118.440266, 33.987216]"
3437,Kerkstraat 108,,Ghent,BEL,,51.044163,3.75144,,9050,"[3.75144, 51.044163]","[3.75144, 51.044163]"
3439,Singelstraat 1a,,Delft,NLD,Insyde Web Design,52.0112727,4.3532861,,2613 EM,"[4.3532861, 52.0112727]","[4.3532861, 52.0112727]"
3441,11480 Commerce Park Drive,Third Floor,Reston,USA,Headquarters,38.947914,-77.342896,VA,20191,"[-77.342896, 38.947914]","[-77.342896, 38.947914]"
3442,37 East 28th Street,Suite 201,New York,USA,,40.74385,-73.98458,NY,10016,"[-73.98458, 40.74385]","[-73.98458, 40.74385]"
3443,"1290 oakmead parkway, suite 107",,Sunnyvale,USA,Headquarters,37.424614,-122.145153,CA,94085,"[-122.145153, 37.424614]","[-122.145153, 37.424614]"
3445,,,San Francisco,USA,,37.80204,-122.438231,CA,94123,"[-122.438231, 37.80204]","[-122.438231, 37.80204]"
3446,4807 Spicewood Springs Road,"Building 2, Suite 118",Austin,USA,,30.379593,-97.765313,TX,78759,"[-97.765313, 30.379593]","[-97.765313, 30.379593]"
3447,,,Arlington,USA,,38.881579,-77.103339,VA,,"[-77.103339, 38.881579]","[-77.103339, 38.881579]"
3448,13428 Maxella Ave.,Suite 432,Marina Del Rey,USA,"Motorator, Inc.",33.987216,-118.440266,CA,90292,"[-118.440266, 33.987216]","[-118.440266, 33.987216]"
3449,Kerkstraat 108,,Ghent,BEL,,51.044163,3.75144,,9050,"[3.75144, 51.044163]","[3.75144, 51.044163]"
3451,3235 S Wadsworth Blvd,,Lakewood,USA,Headquarters,39.658017,-105.084475,CO,80227,"[-105.084475, 39.658017]","[-105.084475, 39.658017]"
3452,,,London,GBR,London Office,51.511349,-0.103101,,EC4V,"[-0.103101, 51.511349]","[-0.103101, 51.511349]"
3454,142 Charing Cross Road,,London,GBR,HQ,51.515374,-0.130109,,WC2H 0LB,"[-0.130109, 51.515374]","[-0.130109, 51.515374]"
3455,"212 Carnegie Center,",Suite 206,Princeton,USA,,40.316566,-74.646996,NJ,08540,"[-74.646996, 40.316566]","[-74.646996, 40.316566]"
3456,920 Dexter Ave N,,Seattle,USA,Headquarters,47.627368,-122.34229,WA,98109,"[-122.34229, 47.627368]","[-122.34229, 47.627368]"
3458,Izarbel Technopolis,Espace Entreprise 1,BIDART,FRA,Headquarters,43.4477272,-1.5555799,,64210,"[-1.5555799, 43.4477272]","[-1.5555799, 43.4477272]"
3460,14221 Sw 120th Street,Suite 118,Miami,USA,Headquarters,25.655899,-80.424167,FL,33186,"[-80.424167, 25.655899]","[-80.424167, 25.655899]"
3464,"Suite 8, Level 4, 46-58 Holt Street",Surry Hills,Sydney,AUS,Sydney Office,-33.88636,151.209562,,2010,"[151.209562, -33.88636]","[151.209562, -33.88636]"
3465,4 Nancy View,Bollington,"Macclesfiled, Cheshire",GBR,TGC HQ,53.296176,-2.092073,,SK10 5QG,"[-2.092073, 53.296176]","[-2.092073, 53.296176]"
3466,718-333 Brooksbank Avenue,Suite 320,North Vancouver,CAN,Mailing Address,49.311752,-123.078758,,V7J 3V8,"[-123.078758, 49.311752]","[-123.078758, 49.311752]"
3467,Iso Roobertinkatu 42 B,,Helsinki,FIN,Headquarters,60.162031,24.937854,,00120,"[24.937854, 60.162031]","[24.937854, 60.162031]"
3468,1601 East Highway 13,Ste. 202,Burnsville,USA,Alliance Card,44.785024,-93.251434,MN,55337,"[-93.251434, 44.785024]","[-93.251434, 44.785024]"
3471,439 King West,3rd Floor,Toronto,CAN,Headquarters,43.6453258,-79.3956689,,M5V1K4,"[-79.3956689, 43.6453258]","[-79.3956689, 43.6453258]"
3472,8733 53 Ave,2nd Floor,Edmonton,CAN,World Headquarters,53.4898245,-113.4586826,,T6E 5E9,"[-113.4586826, 53.4898245]","[-113.4586826, 53.4898245]"
3473,25 Rindgefield Street,,Cambridge,USA,HQ,42.393551,-71.128231,MA,02140,"[-71.128231, 42.393551]","[-71.128231, 42.393551]"
3474,Laurenzenvorstadt 69,,Aarau,CHE,Office Switzerland,47.394253,8.0493789,,5000,"[8.0493789, 47.394253]","[8.0493789, 47.394253]"
3475,2611 N. Beltline Rd.,Suite 201,Sunnyvale,USA,Headquarters,32.77346,-96.597674,TX,75182,"[-96.597674, 32.77346]","[-96.597674, 32.77346]"
3476,1 Waters Park Drive,Suite 165,San Mateo,USA,Headquarters,37.552806,-122.2916021,CA,94403,"[-122.2916021, 37.552806]","[-122.2916021, 37.552806]"
3477,34 Boulevard de Waterloo,,Brussels,BEL,Main Office,50.7955117,4.4062792,,1000,"[4.4062792, 50.7955117]","[4.4062792, 50.7955117]"
3478,3860 Notre Dame,Suite 304,Laval,CAN,Canada,45.5411602,-73.7481222,,H7V 1S1,"[-73.7481222, 45.5411602]","[-73.7481222, 45.5411602]"
3479,9 Primrose Lane,,Greenville,USA,Main Office,34.8678238,-82.3722295,SC,29607,"[-82.3722295, 34.8678238]","[-82.3722295, 34.8678238]"
3480,720 West Main St.,Suite 105,Louisville,USA,,38.2571486,-85.7617724,KY,40202,"[-85.7617724, 38.2571486]","[-85.7617724, 38.2571486]"
3481,Alexandra House,"The Sweepstakes, Ballsbridge",Dublin,IRL,Head Office,53.3506101,-6.2114294,,4,"[-6.2114294, 53.3506101]","[-6.2114294, 53.3506101]"
3483,250 State Street,Suite G1,North Haven,USA,,41.4778641,-72.8190106,CT,06473,"[-72.8190106, 41.4778641]","[-72.8190106, 41.4778641]"
3484,"12871 Research Blvd, Suite 200",,Austin,USA,Live Oak 360,30.44936,-97.790145,TX,78750,"[-97.790145, 30.44936]","[-97.790145, 30.44936]"
3485,Boxhagener Str. 119,,Berlin,DEU,Headquarters,52.5130749,13.4569337,,10245,"[13.4569337, 52.5130749]","[13.4569337, 52.5130749]"
3486,23b High Street,Tring,Hertfordshire,GBR,APM Internet (HQ),51.793944,-0.660258,,HP23 5AH,"[-0.660258, 51.793944]","[-0.660258, 51.793944]"
3487,150 Munson Street,Suite 101,New Haven,USA,Headquarters,41.3215202,-72.9294232,CT,06511,"[-72.9294232, 41.3215202]","[-72.9294232, 41.3215202]"
3488,1501 St. Paul Street,Suite 115,Baltimore,USA,Guaranteach HQ,39.30677,-76.614442,MD,21202,"[-76.614442, 39.30677]","[-76.614442, 39.30677]"
3489,rue Bara 173-177,,Brussels,BEL,,50.8197063,4.325488,,1070,"[4.325488, 50.8197063]","[4.325488, 50.8197063]"
3490,31 Theobalds Road,,London,GBR,,51.5206245,-0.1168286,,WC1X 8SP,"[-0.1168286, 51.5206245]","[-0.1168286, 51.5206245]"
3491,1111 N. 13th St #208,,Omaha,USA,Headquarters,41.259751,-95.942336,NE,68102,"[-95.942336, 41.259751]","[-95.942336, 41.259751]"
3492,,,Des Moines,USA,206 6th Ave #1104,41.5816456,-93.6243133,IA,50309,"[-93.6243133, 41.5816456]","[-93.6243133, 41.5816456]"
3494,160 Standish Street,P.O. Box 2805,Duxbury,USA,Main Office,42.017019,-70.681383,MA,02331-2805,"[-70.681383, 42.017019]","[-70.681383, 42.017019]"
3495,48009 Fremont Blvd.,,"Fremont,",USA,Corporate Headquarters,37.4701348,-121.9376966,CA,94538,"[-121.9376966, 37.4701348]","[-121.9376966, 37.4701348]"
3496,Via Monti 8,,Milan,ITA,Office of Milan,45.4690539,9.1715993,,20123,"[9.1715993, 45.4690539]","[9.1715993, 45.4690539]"
3497,21 Hanover Street,,London,GBR,London Office,51.5137321,-0.1427993,,W1S 1YU,"[-0.1427993, 51.5137321]","[-0.1427993, 51.5137321]"
3498,598 Smithe,,Vancouver,CAN,Canada headquarters,49.27964,-123.1204046,,,"[-123.1204046, 49.27964]","[-123.1204046, 49.27964]"
3499,,,Belfast,GBR,UK headquarters,54.5972686,-5.9301088,,,"[-5.9301088, 54.5972686]","[-5.9301088, 54.5972686]"
3500,,,Salo Paulo,BRA,Brazil Correspondence,-23.5489433,-46.6388182,,,"[-46.6388182, -23.5489433]","[-46.6388182, -23.5489433]"
3502,1040 S. Hardy Dr.,,Tempe,USA,Primary,33.417022,-111.952501,AZ,85281,"[-111.952501, 33.417022]","[-111.952501, 33.417022]"
3503,"111 New Montgomery St., Suite 303",,San Francisco,USA,SF Headquarters,37.787247,-122.399959,CA,94105,"[-122.399959, 37.787247]","[-122.399959, 37.787247]"
3504,Two Ravinia Drive,Suite 700,Atlanta,USA,Atlanta Office,33.922157,-84.335965,GA,30342,"[-84.335965, 33.922157]","[-84.335965, 33.922157]"
3505,"1 Copley Parkway, Suite 210",,Morrisville,USA,Headquarters,35.864045,-78.820816,NC,27560,"[-78.820816, 35.864045]","[-78.820816, 35.864045]"
3506,Arabiankatu 12,,Helsinki,FIN,One did it HQ,60.206789,24.9754678,,00560,"[24.9754678, 60.206789]","[24.9754678, 60.206789]"
3507,822 Waterford Pl NE,,Atlanta,USA,Atlanta Office,33.8883991,-84.3784294,GA,30342,"[-84.3784294, 33.8883991]","[-84.3784294, 33.8883991]"
3510,"212 S. Harbor Dr,",Suite 300,Grand Haven,USA,,43.0631196,-86.2350644,MI,49417,"[-86.2350644, 43.0631196]","[-86.2350644, 43.0631196]"
3511,3175 Hanover Street,"Palo Alto,",,USA,Headquarters,37.4145294,-122.1425934,CA,94304-1130,"[-122.1425934, 37.4145294]","[-122.1425934, 37.4145294]"
3512,20 River Terrace,,New York,USA,World Headquarters,40.7166829,-74.0163992,NY,10282,"[-74.0163992, 40.7166829]","[-74.0163992, 40.7166829]"
3513,,,East Brunswick,USA,Network Operations Center,40.4333407,-74.4115246,NJ,08816,"[-74.4115246, 40.4333407]","[-74.4115246, 40.4333407]"
3514,4965 US Highway 42,Suite 1000,Louisville,USA,Corporate HQ,38.337337,-85.474719,KY,40222,"[-85.474719, 38.337337]","[-85.474719, 38.337337]"
3516,219 Dufferin Street,307b,Toronto,CAN,,43.6366465,-79.4264794,,M6K 1Y9,"[-79.4264794, 43.6366465]","[-79.4264794, 43.6366465]"
3517,1158 Canton Street,,Roswell,USA,Office,34.030223,-84.361865,GA,30075,"[-84.361865, 34.030223]","[-84.361865, 34.030223]"
3518,"No.275,G.S.T Road,","Chromepet,",Chennai,IND,,13.0985851,80.182297,,600 044,"[80.182297, 13.0985851]","[80.182297, 13.0985851]"
3519,86 St Barnabas Road,,Cambridge,GBR,Office,52.1992891,0.1380852,,CB1 2BY,"[0.1380852, 52.1992891]","[0.1380852, 52.1992891]"
3521,7315 Wisconsin Avenue,Suite 1250 West,Bethesda,USA,Headquarters,39.0910713,-77.1876232,MD,20814,"[-77.1876232, 39.0910713]","[-77.1876232, 39.0910713]"
3522,59 Macleay Street,Potts Point,Sydney,AUS,Main Office,-33.8687,151.225361,,2011,"[151.225361, -33.8687]","[151.225361, -33.8687]"
3523,1361-2 Greene Ave.,,Montreal,CAN,Klaxa Offices,45.4874956,-73.5909495,,H3Z2A5,"[-73.5909495, 45.4874956]","[-73.5909495, 45.4874956]"
3524,2200 Pennsylvania Avenue NW,Fourth Floor,Washington,USA,World HQ,38.897145,-77.068963,DC,20037,"[-77.068963, 38.897145]","[-77.068963, 38.897145]"
3527,,,Bend,USA,Main,44.06048,-121.312515,OR,97701,"[-121.312515, 44.06048]","[-121.312515, 44.06048]"
3529,5640 E 2ND ST,,LONG BEACH,USA,Legal Services Office,33.7570182,-118.1240001,CA,90803,"[-118.1240001, 33.7570182]","[-118.1240001, 33.7570182]"
3530,550 West Cypress Creek Road,Suite 410,Fort Lauderdale,USA,Florida Office,26.2032036,-80.1510951,FL,33309,"[-80.1510951, 26.2032036]","[-80.1510951, 26.2032036]"
3531,PO Box 691,,Rosanna,AUS,,-37.742893,145.065044,,3084,"[145.065044, -37.742893]","[145.065044, -37.742893]"
3532,3457 Ringsby Court,Suite 212,Denver,USA,Denver HQ,37.447309,-122.158475,CO,80216,"[-122.158475, 37.447309]","[-122.158475, 37.447309]"
3533,Esromgade 15,,Copenhagen,DNK,Copenhagen HQ,55.6975098,12.5401817,,2200,"[12.5401817, 55.6975098]","[12.5401817, 55.6975098]"
3534,Flevolaan 41,,Naarden,NLD,Netherlands Office,52.2866152,5.195153,,1411 KC,"[5.195153, 52.2866152]","[5.195153, 52.2866152]"
3537,10147 W. Emerald St.,Suite 150,Boise,USA,Headquarters,43.608974,-116.308755,ID,83704,"[-116.308755, 43.608974]","[-116.308755, 43.608974]"
3541,300 Montgomery,suite 201,san francisco,USA,San Francisco,37.792394,-122.402349,CA,94104,"[-122.402349, 37.792394]","[-122.402349, 37.792394]"
3542,Holtenauer Str. 354,,Kiel,DEU,Fulfillment,54.3576478,10.1302705,,24106,"[10.1302705, 54.3576478]","[10.1302705, 54.3576478]"
3543,Kortumstr. 16,,Bochum,DEU,Headquarter,51.4772592,7.2166411,,44787,"[7.2166411, 51.4772592]","[7.2166411, 51.4772592]"
3546,,,Austin,USA,Headquarter,30.2961708,-97.7389543,TX,78705,"[-97.7389543, 30.2961708]","[-97.7389543, 30.2961708]"
3547,1885 California St #55,,Mountain View,USA,World Headquarter,-34.6175545,-58.3716806,CA,94041,"[-58.3716806, -34.6175545]","[-58.3716806, -34.6175545]"
3548,420 Rue Guy,,Montreal,CAN,Headquarter,45.503971,-73.57236,,H3J 1S6,"[-73.57236, 45.503971]","[-73.57236, 45.503971]"
3549,,,Chicago,USA,Headquarters,41.8464166,-87.6679765,IL,60608,"[-87.6679765, 41.8464166]","[-87.6679765, 41.8464166]"
3550,28 w. 27th St.,10F,New York,USA,,40.714279,-73.9565551,NY,10001,"[-73.9565551, 40.714279]","[-73.9565551, 40.714279]"
3551,,,Seoul,KOR,,37.56862,127.0263662,,444-4444,"[127.0263662, 37.56862]","[127.0263662, 37.56862]"
3553,"Suite 221, 10113 - 104 Street",,Edmonton,CAN,Headquarters,53.5411821,-113.4992431,,T5J1A1,"[-113.4992431, 53.5411821]","[-113.4992431, 53.5411821]"
3555,2888 Shoshone Trl.,,Lafayette,USA,,40.003146,-105.137715,CO,80026,"[-105.137715, 40.003146]","[-105.137715, 40.003146]"
3556,411 East Main Street,,Denville,USA,,40.878656,-74.4800198,NJ,07834,"[-74.4800198, 40.878656]","[-74.4800198, 40.878656]"
3557,,,Monte Sereno,USA,Main Office,37.241813,-121.986779,CA,95030,"[-121.986779, 37.241813]","[-121.986779, 37.241813]"
3558,220 Superior Boulevard,Mississauga,Ontario,CAN,Head Office,43.6455935,-79.6944325,,L5T 2L2,"[-79.6944325, 43.6455935]","[-79.6944325, 43.6455935]"
3559,8 rue Victor Massé,,Paris,FRA,,53.3328144,-6.2493777,,75009,"[-6.2493777, 53.3328144]","[-6.2493777, 53.3328144]"
3560,9675-45 Avenue,,Edmonton,CAN,Head Office,53.483151,-113.478872,,T6E 5Z8,"[-113.478872, 53.483151]","[-113.478872, 53.483151]"
3562,"1459 18th Street, Suite 142",,San Francisco,USA,,37.762541,-122.397224,CA,94107,"[-122.397224, 37.762541]","[-122.397224, 37.762541]"
3563,2033 6th Avenue,Suite 308,Seattle,USA,,47.614653,-122.338793,WA,98121,"[-122.338793, 47.614653]","[-122.338793, 47.614653]"
3564,,,San Diego,USA,,32.718834,-117.163841,CA,,"[-117.163841, 32.718834]","[-117.163841, 32.718834]"
3565,,,San Francisco,USA,,37.76785,-122.392861,CA,94107,"[-122.392861, 37.76785]","[-122.392861, 37.76785]"
3566,1225 Mackay Place,,Saint Louis,USA,,38.618874,-90.216499,MO,63104,"[-90.216499, 38.618874]","[-90.216499, 38.618874]"
3568,,,San Francisco,USA,,37.7749295,-122.4194155,CA,,"[-122.4194155, 37.7749295]","[-122.4194155, 37.7749295]"
3569,1819 Polk Street #196,,San Francisco,USA,,37.793742,-122.421341,CA,94109,"[-122.421341, 37.793742]","[-122.421341, 37.793742]"
3570,320 Decker Drive,,Irving,USA,,32.860831,-96.9403,TX,75062,"[-96.9403, 32.860831]","[-96.9403, 32.860831]"
3571,California Street,,Mountain View,USA,,37.401355,-122.104099,CA,94040,"[-122.104099, 37.401355]","[-122.104099, 37.401355]"
3572,"495 Seaport Court, Suite 103",,Redwood City,USA,,37.502742,-122.211281,CA,94063,"[-122.211281, 37.502742]","[-122.211281, 37.502742]"
3573,625 West Ridge Pike Suite D100,,Conshohocken,USA,,40.09665,-75.298032,PA,19428,"[-75.298032, 40.09665]","[-75.298032, 40.09665]"
3574,760 US Highway One,,North Palm Beach,USA,,26.820375,-80.058401,FL,33418,"[-80.058401, 26.820375]","[-80.058401, 26.820375]"
3577,P.O. Box 488,,Wake Forest,USA,HQ,39.3996,-84.5615,NC,27588,"[-84.5615, 39.3996]","[-84.5615, 39.3996]"
3578,3701 Market Street,4th Floor,Philadelphia,USA,,39.9564403,-75.1961715,PA,19104,"[-75.1961715, 39.9564403]","[-75.1961715, 39.9564403]"
3579,58 Elm Drive,,Manchester,GBR,,53.443183,-2.318142,,M32 9AR,"[-2.318142, 53.443183]","[-2.318142, 53.443183]"
3580,330 Townsend Street,Suite 220,San Francisco,USA,,37.776467,-122.395792,CA,94107,"[-122.395792, 37.776467]","[-122.395792, 37.776467]"
3581,,,New York,USA,,40.725568,-73.998208,NY,10012,"[-73.998208, 40.725568]","[-73.998208, 40.725568]"
3583,4732A 17th St.,,San Francisco,USA,,41.948365,-87.646307,CA,94117,"[-87.646307, 41.948365]","[-87.646307, 41.948365]"
3584,,,,USA,,45.494552,-114.143262,ID,,"[-114.143262, 45.494552]","[-114.143262, 45.494552]"
3586,5901 Green Valley Circle,Suite 170,Culver City,USA,,34.145312,-118.793136,CA,90230,"[-118.793136, 34.145312]","[-118.793136, 34.145312]"
3587,"24/B, Arjun","F-Block, vikaspuri",New Delhi,IND,,28.559421,77.198911,,110018,"[77.198911, 28.559421]","[77.198911, 28.559421]"
3588,Alt-Moabit 91 c/d,,Berlin,DEU,,52.525092,13.345143,,12587,"[13.345143, 52.525092]","[13.345143, 52.525092]"
3589,,,Denver,USA,,39.755092,-104.988123,CO,,"[-104.988123, 39.755092]","[-104.988123, 39.755092]"
3590,,,San Diego,USA,,32.72038,-117.166941,CA,,"[-117.166941, 32.72038]","[-117.166941, 32.72038]"
3591,,,Santa Monica,USA,,34.01052,-118.495981,CA,,"[-118.495981, 34.01052]","[-118.495981, 34.01052]"
3592,,,,USA,,37.269175,-119.306607,CA,,"[-119.306607, 37.269175]","[-119.306607, 37.269175]"
3595,,,Sarasota,USA,,27.338536,-82.527888,FL,,"[-82.527888, 27.338536]","[-82.527888, 27.338536]"
3596,Pieni Roobertinkatu 7,,Helsinki,FIN,HQ,60.1642238,24.9457414,,00130,"[24.9457414, 60.1642238]","[24.9457414, 60.1642238]"
3597,PO Box 174,,Mount Vernon,USA,,48.396978,-122.358748,WA,98273,"[-122.358748, 48.396978]","[-122.358748, 48.396978]"
3598,808 - 7 Lorraine Dr.,,North York,CAN,,43.778826,-79.417462,,M2N7H2,"[-79.417462, 43.778826]","[-79.417462, 43.778826]"
3600,"711 Sixth Avenue North, #200",,Seattle,USA,,47.625511,-122.344966,WA,98109,"[-122.344966, 47.625511]","[-122.344966, 47.625511]"
3602,Fulya Cad No:4-12,d:18 Sisli,istanbul,TUR,,41.06052,28.977046,,34360,"[28.977046, 41.06052]","[28.977046, 41.06052]"
3604,,,Portland,USA,,45.523104,-122.670132,OR,,"[-122.670132, 45.523104]","[-122.670132, 45.523104]"
3605,82 Genting Lane,#03-08,Singapore,SGP,,1.327062,103.875336,,,"[103.875336, 1.327062]","[103.875336, 1.327062]"
3606,,,Montreal,CAN,,45.545447,-73.639076,,,"[-73.639076, 45.545447]","[-73.639076, 45.545447]"
3607,2756 N Green Valley Pkwy,Suite 358,Henderson,USA,,36.0705,-115.082274,NV,89014,"[-115.082274, 36.0705]","[-115.082274, 36.0705]"
3608,Dalagatan 7,,Stockholm,SWE,,59.336969,18.050035,,11153,"[18.050035, 59.336969]","[18.050035, 59.336969]"
3609,2601 Mission Street,Suite 402,San Francisco,USA,Main Office,37.755012,-122.418137,CA,94110,"[-122.418137, 37.755012]","[-122.418137, 37.755012]"
3610,P.O. Box 23181,,Seattle,USA,,47.273017,-120.882482,WA,98102,"[-120.882482, 47.273017]","[-120.882482, 47.273017]"
3611,514 Bryant St,Suite 114,Palo Alto,USA,Main Office,37.362285,-121.9409,CA,94301,"[-121.9409, 37.362285]","[-121.9409, 37.362285]"
3612,436 14th st suite 150,,Oakland,USA,,37.804436,-122.270677,CA,94612,"[-122.270677, 37.804436]","[-122.270677, 37.804436]"
3613,"333 E. 79th St., #1W",,New York,USA,,40.7717776,-73.9513502,NY,10075,"[-73.9513502, 40.7717776]","[-73.9513502, 40.7717776]"
3614,403 East Gutierrez,,Santa Barbara,USA,Santa Barbara,34.4201751,-119.6895817,CA,93030,"[-119.6895817, 34.4201751]","[-119.6895817, 34.4201751]"
